Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Eugene Sedaris 586,1975-09-19,San Francisco,California,United States,Non-Fiction & Essayist,Magical Realism & Post-Colonial Cultural Identity in Fiction,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Stan R.R. Martin 587,1980-01-07,Chicago,Illinois,United States,Non-Fiction & Essayist,Epic Fantasy Worldbuilding & Mythopoetic Narrative Structure,Shaping Speculative Science Fiction and Laws of Robotics
Toni Angelou 588,1957-11-06,Boston,Massachusetts,United States,Screenwriter & Playwright,Magical Realism & Post-Colonial Cultural Identity in Fiction,Defining Magical Realism in World Literature and Latin American Prose
Ursula Woolf 589,1925-06-24,Paris,,France,Literary Fiction Author,Science Fiction Speculative Futures & Philosophical Exploration,Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Pablo Camus 590,1916-12-22,Vancouver,British Columbia,Canada,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Shaping Speculative Science Fiction and Laws of Robotics
C.S. Orwell 591,1949-01-28,Vancouver,British Columbia,Canada,Screenplay Writer,Science Fiction Speculative Futures & Philosophical Exploration,Pioneering Modern Epic Fantasy and Comprehensive Mythological Universes
Agatha Moore 592,1938-11-04,Chicago,Illinois,United States,Poetry Laureate,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Advancing Modernist Narrative Techniques and Psychological Realism
Maya Dahl 593,1934-11-01,Berlin,,Germany,Literary Fiction Author,Magical Realism & Post-Colonial Cultural Identity in Fiction,Shaping Speculative Science Fiction and Laws of Robotics
David Dahl 594,1949-02-17,Santiago,,Chile,Screenwriter & Playwright,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Frank Angelou 595,1938-02-08,Edinburgh,,United Kingdom,Poetry Laureate,Cinematic Screenwriting & Dramatic Three-Act Structure,Defining Magical Realism in World Literature and Latin American Prose
Albert Smith 596,1936-11-19,Lagos,,Nigeria,Comic Book Writer,Science Fiction Speculative Futures & Philosophical Exploration,Advancing Modernist Narrative Techniques and Psychological Realism
Jorge Lewis 597,1941-12-21,London,,United Kingdom,Screenwriter & Playwright,"Modernist Literature, Stream-of-Consciousness & Poetic Form",Mastering Cinematic Screenplays and Memorable Hollywood Dialogue
Agatha Williams 598,1964-02-24,Paris,,France,Screenplay Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Aldous Woolf 599,1908-02-26,Mumbai,Maharashtra,India,Fantasy & Adventure Writer,Cinematic Screenwriting & Dramatic Three-Act Structure,Revolutionizing Graphic Novels and Mature Comic Book Storytelling
Neil Orwell 600,1984-08-04,San Francisco,California,United States,Literary Fiction Author,Cinematic Screenwriting & Dramatic Three-Act Structure,Advancing Modernist Narrative Techniques and Psychological Realism
